timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt
1694784928003848,-0.00479369,-0.00426106,0.000532634,4000,0,-0.182335,0.12649,-9.86996,4000
1694784928999768,-0.00186421,-0.00798949,-0.000266312,4000,0,-0.151211,0.110927,-9.80292,4000
1694784930003801,-0.000532632,-0.00133158,-0.0015979,4000,0,-0.181138,0.140855,-9.86636,4000
1694784931023763,-0.00239684,-0.00958738,-0.00053263,4000,0,-0.188321,0.108533,-9.81968,4000
1694784932023336,-0.00266316,-0.00106527,-0.00133158,4000,0,-0.188321,0.0977592,-9.81968,4000
1694784933030662,-0.00532633,-0.0111853,0.00213052,4000,0,-0.207474,0.114519,-9.77299,4000
1694784934038187,0.00239684,-0.00692422,-0.00266316,4000,0,-0.182335,0.104942,-9.80651,4000
1694784935073539,-0.00106526,-0.0015979,1.1396e-10,4000,0,-0.184729,0.130081,-9.84003,4000
1694784936067445,0.000798948,-0.00186421,1.10225e-09,4000,0,-0.166773,0.115716,-9.86517,4000
1694784937050084,0.00319579,-0.00346211,0.000266318,4000,0,-0.194306,0.131278,-9.85679,4000
1694784938069611,-0.00612527,-0.0106526,-0.00213053,4000,0,-0.235008,0.0917737,-9.78376,4000
1694784939080100,-0.00719054,-0.0015979,0.000266312,4000,0,-0.200292,0.0594519,-9.83045,4000
1694784940074896,-0.000798945,-0.00612527,-0.000266317,4000,0,-0.17635,0.0726201,-9.80411,4000
1694784941109883,-0.00106526,-0.00266316,-0.00292948,4000,0,-0.17635,0.0929708,-9.79454,4000
1694784942087709,0.00585896,-0.00426106,0.00106527,4000,0,-0.185927,0.0546636,-9.83883,4000
1694784943113298,0.00106527,-0.00532632,-2.82093e-10,4000,0,-0.183532,0.0989563,-9.83284,4000
1694784944122469,-0.00346211,0.00133158,0.00053263,4000,0,-0.208672,0.0786056,-9.83404,4000
1694784945087576,-0.00452738,0.00346211,0.000266312,4000,0,-0.154802,0.0642404,-9.81489,4000
1694784946082820,0.00346211,-0.0098537,0.000266321,4000,0,-0.171561,0.100153,-9.81369,4000
1694784947105987,0.00266316,-0.00239684,-0.00239685,4000,0,-0.177547,0.0941679,-9.81249,4000
1694784948112156,-0.00239684,-1.22976e-09,-0.00133158,4000,0,-0.173956,0.100153,-9.90228,4000
1694784949114141,0.00426106,-0.00719054,1.26935e-09,4000,0,-0.142831,0.0534664,-9.83165,4000
1694784950097133,1.58398e-09,-0.00452738,0.000266317,4000,0,-0.195503,0.0750143,-9.85679,4000
1694784951112370,-0.00239685,-0.0111853,-0.000266311,4000,0,-0.201489,0.0235389,-9.83524,4000
1694784952103373,-0.0082558,-0.00479369,-4.38288e-10,4000,0,-0.197898,0.0869853,-9.85918,4000
1694784953138328,-0.00452738,-0.00532632,0.0119842,4000,0,-0.178744,0.0750143,-9.82566,4000
1694784954156880,-0.00878843,-0.00639159,-0.000798957,4000,0,-0.164379,0.095365,-9.84481,4000
1694784955142721,0.00319579,-0.00292948,-0.00133157,4000,0,-0.161985,0.114519,-9.83643,4000
1694784956141222,-0.00319579,-0.00692422,0.00106526,4000,0,-0.155999,0.0893795,-9.84003,4000
1694784957131926,0.000798956,-0.00719054,-0.00532632,4000,0,-0.178744,0.0869853,-9.81608,4000
1694784958134269,0.00106527,-0.00532632,-0.00372842,4000,0,-0.175153,0.0534664,-9.28816,4000
1694784959140712,-0.00479369,-0.00532632,7.5813e-10,4000,0,-0.193109,0.0941679,-9.00685,4000
1694784960143353,-0.00133158,-0.00133158,-0.000532634,4000,0,-0.170364,0.0402983,-9.20437,4000
1694784961142496,0.00346211,-0.00692422,0.00239685,4000,0,-0.166773,0.0654375,-9.36478,4000
1694784962150064,-0.00133158,-0.0098537,0.00106527,4000,0,-0.188321,0.0702259,-9.53836,4000
1694784963177387,-0.473509,0.433562,-0.945157,4000,0,-0.0865672,0.286901,-9.1074,4000
1694784964188165,-0.0599215,-0.0194411,-0.845554,4000,0,-0.305637,1.28768,-9.95974,4000
1694784965190472,-0.0972063,-0.0857528,-0.774181,4000,0,-1.83194,1.24817,-9.83404,4000
1694784966188699,0.10626,-0.131562,-0.544616,4000,0,-3.00151,-0.151238,-9.73827,4000
1694784967198596,0.064182,0.203732,0.0609864,4000,0,-3.74371,0.0175534,-9.21634,4000
1694784968205359,0.0410126,-0.0878844,7.07616e-08,4000,0,-4.02144,0.0319186,-9.04635,4000
1694784969203995,0.00745685,-0.0143811,-0.00106528,4000,0,-4.01306,0.0869853,-9.07628,4000
1694784970202141,0.0167779,-0.0103863,-0.00772315,4000,0,-4.06573,0.128884,-8.99487,4000
1694784971204568,-0.00745686,-0.00719053,-0.00426106,4000,0,-4.13397,0.0941679,-8.99966,4000
1694784972235208,-0.00479369,-0.00612527,0.00159789,4000,0,-4.14953,0.0702258,-8.92065,4000
1694784973236971,0.00612527,-0.00905475,-0.00106527,4000,0,-4.21657,0.11811,-8.96614,4000
1694784974226700,0.00213054,-0.00745685,-0.00292948,4000,0,-4.21058,0.122898,-8.93622,4000
1694784975233184,-0.0015979,-0.00958738,-3.71355e-09,4000,0,-4.25008,0.120504,-8.90629,4000
1694784976234854,-0.00346211,-0.00559264,-0.00186421,4000,0,-4.27762,0.160008,-8.90749,4000
1694784977133281,0.00319579,-0.00426106,-0.000532634,4000,0,-4.30276,0.134869,-8.92664,4000
1694784978132419,-0.0082558,-0.00346211,2.82383e-09,4000,0,-4.30874,0.083394,-8.88115,4000
1694784979135477,-0.00798948,-0.0031958,-8.99224e-09,4000,0,-4.3279,0.0702258,-8.89791,4000
1694784980139089,-0.00772317,-0.00399474,-0.00133158,4000,0,-4.33388,0.104942,-8.862,4000
1694784981135020,0.01012,-0.00506,-0.00186422,4000,0,-4.37578,0.0786055,-8.85721,4000
1694784982143591,-0.00692422,-0.00559264,-0.000532637,4000,0,-4.3662,0.0857882,-8.85002,4000
1694784983140176,0.00532633,-0.00319579,-0.00479369,4000,0,-4.41169,0.0666345,-8.88474,4000
1694784984065116,0.000266316,-0.00239685,-0.00239684,4000,0,-4.41648,0.0869853,-8.862,4000
1694784985073613,0.00266316,-0.00292948,-0.000266316,4000,0,-4.41888,0.11811,-8.88713,4000
1694784986090661,5.20111e-10,-0.00186421,-0.00346211,4000,0,-4.42726,0.0929708,-8.88594,4000
1694784987115340,0.0015979,-0.00213053,-0.00106526,4000,0,-4.38416,0.0750142,-8.85242,4000
1694784988112031,0.00399474,-0.00133158,-0.00186421,4000,0,-4.38416,0.0965621,-8.87636,4000
1694784989140433,-0.00399474,-0.00399474,-0.00213053,4000,0,-4.40092,0.0941679,-8.9015,4000
1694784990149205,-0.00213053,-0.00426106,-0.00266316,4000,0,-4.41169,0.095365,-8.91227,4000
1694784991153321,0.00319579,0.00106526,0.000798951,4000,0,-4.4081,0.0474809,-8.89911,4000
1694784992169559,-0.000798949,-0.00399474,0.00106526,4000,0,-4.38536,0.0809998,-8.86559,4000
1694784993162656,-0.00133158,-0.00559264,-0.00399474,4000,0,-4.39493,0.0750142,-8.85481,4000
1694784994175656,-0.00213053,-0.0031958,-0.000532633,4000,0,-4.40331,0.0534664,-8.88354,4000
1694784995108127,-0.00292948,-0.00133158,-0.00292948,4000,0,-4.36261,0.0798026,-8.80453,4000
1694784996120692,-0.00053263,-0.00292948,-0.00292948,4000,0,-4.37937,0.0582548,-8.88354,4000
1694784997133235,-0.00266316,-0.00852212,-0.000798944,4000,0,-4.38177,0.0714229,-8.87636,4000
1694784998157023,0.000532633,-0.00266316,-0.00186421,4000,0,-4.38536,0.0450867,-8.88235,4000
1694784999184557,-5.67395e-10,-0.00852212,-0.0031958,4000,0,-4.35902,0.0331157,-8.79735,4000
1694785000188221,-0.00346211,-0.000266317,-0.0015979,4000,0,-4.35782,0.0426925,-8.85362,4000
1694785001219205,-0.00532632,-0.00905475,-0.00452738,4000,0,-4.37099,0.0175534,-8.80094,4000
1694785002217985,-0.00399474,-0.00346211,0.00106527,4000,0,-4.37458,0.0307215,-8.88833,4000
1694785003244299,-0.00266316,-0.00719054,-0.00186421,4000,0,-4.38895,0.0462838,-8.85721,4000
1694785004258364,-0.00106526,-0.00266316,0.00106527,4000,0,-4.42366,0.0283273,-8.87876,4000
1694785005260483,0.00399474,-0.000798947,0.000798952,4000,0,-4.38895,0.0343128,-8.90389,4000
1694785006262877,0.00106526,-0.00612527,-0.00239684,4000,0,-4.35064,0.0283273,-8.89312,4000
1694785007277348,0.0031958,-0.00798948,-0.00612527,4000,0,-4.37458,0.0594519,-8.88833,4000
1694785008273348,-0.000532632,-0.00559264,-0.00239685,4000,0,-4.39493,0.0750142,-8.88354,4000
1694785009291348,0.00079895,-0.01012,0.000532635,4000,0,-4.36261,0.0319186,-8.90749,4000
1694785010300775,-0.00399474,-0.00479369,0.000532638,4000,0,-4.40092,0.0379041,-8.87038,4000
1694785011313916,0.00133158,-0.00506,-0.0031958,4000,0,-4.38416,0.0462838,-8.86559,4000
1694785012326966,0.00346211,-0.00239685,-0.000266314,4000,0,-4.4069,0.0426925,-8.8608,4000
1694785013351609,-0.00612527,0.00106527,0.000798945,4000,0,-4.40571,0.0211447,-8.85122,4000
1694785014351461,0.00426106,-0.00639159,-0.00319579,4000,0,-4.39493,0.0259331,-8.8596,4000
1694785015363424,0.000798945,-0.00399474,-0.000266316,4000,0,-4.37099,0.0379041,-8.85362,4000
1694785016375312,-0.00239685,-0.00133158,-0.00266316,4000,0,-4.43324,0.00677949,-8.86798,4000
1694785017382995,0.000798952,-0.00612527,-0.000798948,4000,0,-4.36501,-0.00519152,-8.84643,4000
1694785018394396,0.00639159,-0.00319579,-0.00239684,4000,0,-4.39015,0.0283273,-8.85242,4000
1694785019393707,0.0015979,-0.00639159,-0.00106527,4000,0,-4.42486,0.0187505,-8.82369,4000
1694785020409048,0.00213053,-0.000532632,0.00213053,4000,0,-4.37578,-0.000403118,-8.80094,4000
1694785021403872,-0.00239684,-0.00559264,-0.000266322,4000,0,-4.42726,0.0223418,-8.80214,4000
1694785022422899,0.00372843,-0.0149137,-0.00346212,4000,0,-4.41289,-0.0303306,-8.84883,4000
1694785023425560,-0.000266317,-0.00133158,0.000798948,4000,0,-4.41768,-0.0506814,-8.82728,4000
1694785024444070,0.00426106,-0.00958738,-0.00213052,4000,0,-4.3674,-0.00758572,-8.84883,4000
1694785025442096,-0.00798948,-0.00452738,0.000798944,4000,0,-4.38416,-0.00758572,-8.8608,4000
1694785026468157,-3.5935e-09,-0.00692422,-0.00213053,4000,0,-4.41169,-0.0291335,-8.83686,4000
1694785027461332,-0.00452737,-0.00506001,-0.00559264,4000,0,-4.38895,-0.0399074,-8.87876,4000
1694785028470870,-0.00133157,-0.00852212,0.00106526,4000,0,-4.39254,-0.0399074,-8.86559,4000
1694785029496290,-0.000532632,-0.00452737,-0.00372843,4000,0,-4.42845,-0.0710321,-8.85601,4000
1694785030428777,0.00559264,-0.00372843,0.00106526,4000,0,-4.3674,-0.0638495,-8.87277,4000
1694785031441079,-0.00532632,-0.00852212,0.000798945,4000,0,-4.34585,-0.0686379,-8.88235,4000
1694785032444754,-0.00798949,-0.00426105,-0.00266316,4000,0,-4.4069,-0.0770176,-8.85481,4000
1694785033459702,0.00346211,-0.00372843,-0.00053263,4000,0,-4.37099,-0.0423016,-8.86678,4000
1694785034442855,0.000798953,-0.00958738,-0.00213053,4000,0,-4.38416,-0.0794118,-8.89791,4000
1694785035458021,0.00292948,-0.00346211,-0.000266317,4000,0,-4.39972,-0.0758205,-8.87397,4000
1694785036449374,-0.00319579,-0.00426106,-0.00292948,4000,0,-4.35663,-0.0446958,-8.87995,4000
1694785037480168,-0.00213053,-0.00958738,-0.00399474,4000,0,-4.34106,-0.04709,-8.862,4000
1694785038478983,-0.00213053,-0.00692422,7.30241e-10,4000,0,-4.35782,-0.0650466,-8.83446,4000
1694785039473892,-0.000798949,-0.0015979,-0.00213053,4000,0,-4.39613,-0.0614553,-8.92305,4000
1694785040492166,0.00452737,-0.00692422,0.00346211,4000,0,-4.34705,-0.0770176,-8.86678,4000
1694785041506524,-0.00186421,-0.00852212,-0.00186421,4000,0,-4.37578,-0.0626524,-8.90988,4000
1694785042559685,0.00372843,-0.00559264,-0.00346211,4000,0,-4.33987,-0.0638495,-8.88474,4000
1694785043431873,0.000798949,-0.00452738,2.4979e-09,4000,0,-4.35663,-0.0925799,-8.89911,4000
1694785044441051,0.00692421,-0.00825581,-0.000798944,4000,0,-4.34944,-0.0973683,-8.87157,4000
1694785045454076,0.000532629,-0.00426106,0.00133158,4000,0,-4.39733,-0.0830031,-8.85242,4000
1694785046462870,-0.00479369,-0.00266316,-0.00239685,4000,0,-4.36501,-0.0830031,-8.88594,4000
1694785047371255,-0.0082558,-0.00532632,0.000266311,4000,0,-4.38296,-0.114128,-8.84883,4000
1694785048406817,0.0553933,0.431166,-0.0151801,4000,0,-4.39733,-0.114128,-8.91586,4000
1694785049418351,-0.015979,0.102798,-0.00319584,4000,0,-3.80476,-0.142858,-9.58385,4000
1694785050429628,-0.0245011,0.0647148,0.0127832,4000,0,-2.95003,-0.0387103,-9.79693,4000
1694785051452649,0.00239683,0.0410127,-0.0127832,4000,0,-2.15276,0.060649,-9.93939,4000
1694785052454874,0.0857538,-0.000798911,0.00133155,4000,0,-1.48358,0.149235,-10.0268,4000
1694785053465005,0.00719054,-0.0066579,0.00346211,4000,0,-0.995167,0.128884,-9.97171,4000
1694785054498574,0.00159791,-0.00772286,-0.252734,4000,0,-0.595335,-0.0243451,-12.4282,4000
1694785055519566,-0.00852212,-0.414122,0.00426108,4000,0,-0.32479,0.0726201,-9.95615,4000
1694785056528146,-0.00346211,-0.118244,-0.00133143,4000,0,-1.16994,0.142052,-10.113,4000
1694785057536090,0.00559263,-0.0298274,0.000532621,4000,0,-2.12643,0.139658,-9.69159,4000
1694785058552006,0.00985366,-0.0788296,0.00159787,4000,0,-3.02665,0.131278,-9.49526,4000
1694785059571554,-0.00852212,0.312655,0.000266345,4000,0,-3.89455,0.108533,-8.84045,4000
1694785060578903,0.00213053,0.00399474,0.00292948,4000,0,-3.96996,0.115716,-9.05952,4000
1694785061582102,0.00585896,-0.00346211,-0.00079895,4000,0,-4.01665,0.110927,-8.99966,4000
1694785062619368,-0.00159789,-0.00745685,-0.00399474,4000,0,-4.07411,0.119307,-8.99966,4000
1694785063636423,0.00213053,-0.00186421,-0.0015979,4000,0,-4.08369,0.0929708,-8.97333,4000
1694785064648795,-0.00559264,-0.0066579,-0.00292948,4000,0,-4.13277,0.106139,-8.97093,4000
1694785065626003,0.00506001,-0.000798949,0.000532632,4000,0,-4.13995,0.0762113,-8.95417,4000
1694785066619719,0.00292948,-0.00292948,-0.000798945,4000,0,-4.19143,0.0857882,-8.94579,4000
1694785067335719,-0.00399474,-0.00372842,0.00106526,4000,0,-4.20579,0.0786055,-8.95657,4000
1694785068296011,3.40437e-09,-0.00639159,0.000532632,4000,0,-4.2034,0.0642403,-8.95417,4000
1694785069343386,0.00372843,-0.00612527,0.00106527,4000,0,-4.18783,0.0666345,-8.93502,4000
1694785070368476,-0.000532631,-1.34876e-09,-0.00399474,4000,0,-4.2046,0.0594519,-8.9446,4000
1694785071393291,-0.00292948,-0.00506001,-0.000532633,4000,0,-4.21178,0.0786055,-8.90389,4000
1694785072285891,0.00266316,-0.00932106,-0.00106526,4000,0,-4.20699,0.0618461,-8.95896,4000
1694785073191047,0.00319579,-0.00479369,-2.21139e-09,4000,0,-4.25008,0.0450867,-8.9446,4000
1694785074228372,-0.00239685,-0.00958738,-0.00133159,4000,0,-4.26804,0.100153,-8.91347,4000
1694785075256839,-0.00372843,-0.00133158,-0.00292948,4000,0,-4.24769,0.0438896,-8.90509,4000
1694785076308258,-0.00426106,0.000798949,-0.000266318,4000,0,-4.22854,0.0307215,-8.82608,4000
1694785077319452,0.00239684,0.00292948,0.00106526,4000,0,-4.2429,-0.00279732,-8.9027,4000
1694785078369432,-0.00426106,-0.00905475,0.000266304,4000,0,-4.21896,0.0319186,-8.89432,4000
1694785079367714,-0.0066579,-0.00932106,-0.0015979,4000,0,-4.23572,0.0271302,-8.92664,4000
1694785080401170,0.00133158,0.00878844,-0.00133157,4000,0,-4.23452,0.0450867,-8.92065,4000
1694785081418426,0.00213053,-0.00719054,0.00026632,4000,0,-4.19143,0.0498751,-8.92544,4000
1694785082443528,0.00266316,-0.00559264,-0.0015979,4000,0,-4.18424,0.0414954,-8.89312,4000
1694785083475705,0.0015979,-0.00479369,-0.000798943,4000,0,-4.19502,0.0355099,-8.88115,4000
1694785084503542,0.000798947,-0.00532632,-3.35548e-09,4000,0,-4.2022,0.0379041,-8.89192,4000
1694785085520096,-0.00266316,-0.00559264,3.94507e-09,4000,0,-4.23213,0.0391012,-8.94579,4000
1694785086550498,-0.00213053,-0.000532632,-0.00106526,4000,0,-4.2429,0.0115679,-8.98051,4000
1694785087540531,0.00612527,-0.00266316,-0.00106527,4000,0,-4.19023,0.000793987,-8.88594,4000
1694785088554466,1.20571e-09,0.00292948,0.00239685,4000,0,-4.22854,0.0151592,-8.92544,4000
1694785089576549,-0.00186422,-0.0066579,0.00106526,4000,0,-4.28001,-0.00279732,-8.91706,4000
1694785090629440,0.00266316,-0.00346211,0.000266314,4000,0,-4.22973,-0.00638862,-8.89791,4000
1694785091629743,0.00186421,-0.00878844,0.00372842,4000,0,-4.20699,0.012765,-8.92664,4000
1694785092649581,-0.00266315,-0.0114516,-0.00213053,4000,0,-4.21776,-0.0135712,-8.88235,4000
1694785093684364,0.00612526,-0.01518,-0.000266321,4000,0,-4.18664,-0.0530756,-8.85242,4000
1694785094714184,-0.00186421,-0.00772317,-0.00106527,4000,0,-4.19981,-0.0590611,-8.84164,4000
1694785095727281,-0.000798943,-0.00692422,-0.00292948,4000,0,-4.20938,-0.0506814,-8.94699,4000
1694785096708791,0.000532632,-0.00106526,-0.000266317,4000,0,-4.22255,-0.0267393,-8.9003,4000
1694785097722455,1.74947e-09,-0.00239685,-0.00213053,4000,0,-4.18544,-0.0399074,-8.89551,4000
1694785098731221,-0.0082558,-0.00479369,-0.000266313,4000,0,-4.19143,-0.0207538,-8.84643,4000
1694785099759547,-0.00266317,-0.0106526,-0.000266326,4000,0,-4.16749,-0.057864,-8.87756,4000
1694785100779658,0.000266319,-0.00452738,3.93811e-10,4000,0,-4.19382,-0.0758205,-8.97093,4000
1694785101779100,0.00079895,-0.00426106,-0.00106527,4000,0,-4.17347,-0.0758205,-8.78299,4000
1694785102813809,0.00399474,-0.00452737,2.19056e-09,4000,0,-4.21657,-0.0602582,-8.84763,4000
1694785103836425,-0.00346211,-0.00372842,-0.000266316,4000,0,-4.21058,-0.0602582,-8.87995,4000
1694785104829715,0.0066579,-0.0114516,-0.00133159,4000,0,-4.18783,-0.0925799,-8.81052,4000
1694785105859099,0.00266316,-0.00133158,-2.38738e-09,4000,0,-4.19622,-0.0973683,-8.83446,4000
1694785106856161,0.00106526,-0.00452738,-0.00213053,4000,0,-4.23692,-0.111734,-8.88833,4000
1694785107872857,-0.000532624,-0.00612527,0.000266318,4000,0,-4.23213,-0.108142,-8.90988,4000
1694785108873227,0.00532632,-0.00239685,-0.000266316,4000,0,-4.22016,-0.0853973,-8.862,4000
1694785109897450,-0.00319579,-0.00159789,0.00452738,4000,0,-4.22016,-0.0758205,-8.87277,4000
1694785110904789,0,0.00239685,-1.02203e-09,4000,0,-4.21896,-0.153632,-8.87038,4000
1694785111923979,0.00479369,-0.00452738,-0.00213053,4000,0,-4.2429,-0.112931,-8.87397,4000
1694785112934371,-0.000798947,-0.00559264,-0.00133158,4000,0,-4.26804,-0.109339,-8.84524,4000
1694785113940806,-0.00692422,-0.00266316,0.000532629,4000,0,-4.24769,-0.117719,-8.90988,4000
1694785114958323,0.00452737,-0.00532632,-0.0015979,4000,0,-4.25846,-0.0913828,-8.93502,4000
1694785115967355,0.00772317,-0.000532629,-0.00186421,4000,0,-4.2429,-0.0710321,-8.91586,4000
1694785116976370,0.0213053,-0.00239684,-0.00372841,4000,0,-4.20699,-0.0746234,-8.8596,4000
1694785117952797,0.00106527,-0.00506001,-0.000798951,4000,0,-4.21537,-0.0901857,-8.86678,4000
1694785118954256,0.000532632,-0.00213053,0.00292948,4000,0,-4.25966,-0.112931,-8.89671,4000
1694785119882206,-0.0066579,-0.00426106,-0.00133158,4000,0,-4.22854,-0.0913828,-8.92305,4000
1694785120901468,-0.00452737,-0.00532632,0.000266316,4000,0,-4.25846,-0.110536,-8.92544,4000
1694785121908594,0.0015979,-0.00106526,-0.00133158,4000,0,-4.27522,-0.104551,-8.95178,4000
1694785122903689,0.00932106,0.00559264,-0.000532634,4000,0,-4.27043,-0.128493,-8.91586,4000
1694785123902758,-0.00772317,-0.00159789,0.000798957,4000,0,-4.25487,-0.182362,-8.91227,4000
1694785124925123,-0.00905475,-0.00159789,0.00239684,4000,0,-4.26445,-0.142858,-8.98051,4000
1694785125935074,0.00133158,-0.00958738,0.000266309,4000,0,-4.2417,-0.152435,-8.87277,4000
1694785126937205,-0.00372843,-0.0015979,0.000532632,4000,0,-4.21178,-0.126099,-8.90868,4000
1694785127943184,-0.00106526,-0.00585896,-0.00239684,4000,0,-4.22734,-0.135676,-8.91826,4000
1694785128931184,0.00479369,0.000266316,-0.00133158,4000,0,-4.22854,-0.163209,-8.89432,4000
1694785129973588,-0.00399474,-0.00532632,-0.000798947,4000,0,-4.21776,-0.156026,-8.93981,4000
1694785130961588,0.0154463,0.00239684,-0.0018642,4000,0,-4.27881,-0.145252,-8.94819,4000
1694785131982414,-0.00506001,-0.00292948,-0.00292947,4000,0,-4.26206,-0.134478,-8.9027,4000
1694785132994644,-0.000532628,-0.00905475,-0.0015979,4000,0,-4.27881,-0.133281,-8.91227,4000
1694785133982473,0.00905474,0.00825581,-0.00133159,4000,0,-4.23452,-0.162012,-8.94699,4000
1694785135022450,-1.15843e-09,-0.00186421,6.29423e-10,4000,0,-4.23333,-0.142858,-8.91108,4000
1694785136033252,0.0015979,-0.00186421,-0.00106526,4000,0,-4.24769,-0.142858,-8.91586,4000
1694785137047681,-0.00239684,-0.00506001,0.000266316,4000,0,-4.22734,-0.148844,-8.87636,4000
1694785138045699,0.00532632,0.00159789,0.000266316,4000,0,-4.21896,-0.177574,-8.89432,4000
1694785139059753,0.00372843,0.00213053,-0.000266315,4000,0,-4.23093,-0.196728,-8.90988,4000
1694785140073506,2.60056e-10,-0.00292948,-1.87152e-09,4000,0,-4.23452,-0.167997,-8.9446,4000
1694785141063122,-0.00399474,-0.00426106,0.0015979,4000,0,-4.24051,-0.20391,-8.95537,4000
1694785142081162,0.000266316,0.00266316,0.000532633,4000,0,-4.22734,-0.172786,-8.87876,4000
1694785143098507,0.00905474,-0.00506002,0.00213054,4000,0,-4.25727,-0.181165,-8.90389,4000
1694785144091629,0.00399474,-0.00346211,-0.00079895,4000,0,-4.22255,-0.208699,-8.99248,4000
1694785145116605,-0.000798947,-0.00905475,-0.000798949,4000,0,-4.25128,-0.218275,-8.96495,4000
1694785146144955,-0.00106526,0.00106526,0.00079895,4000,0,-4.20699,-0.236232,-8.90389,4000
1694785147160533,0.00692422,-0.00239684,-0.0015979,4000,0,-4.25966,-0.207502,-8.95058,4000
1694785148159497,0.00452738,-0.01012,-0.00266317,4000,0,-4.23931,-0.227852,-8.95537,4000
1694785149142307,0.00905475,-0.00559264,0.0015979,4000,0,-4.26325,-0.208699,-8.92903,4000
1694785150145472,0.000798951,-0.0066579,-0.0015979,4000,0,-4.24649,-0.261371,-8.92544,4000
1694785151184788,-0.00266316,-0.00719054,0.000798949,4000,0,-4.27762,-0.248203,-8.96614,4000
1694785152198769,-0.00639159,-0.00399474,0.00186421,4000,0,-4.23333,-0.221867,-8.89911,4000
1694785153200242,-0.00106526,-0.00186421,-0.000798949,4000,0,-4.23692,-0.235035,-8.95657,4000
1694785154185570,-0.000266317,-0.00266316,0.00106526,4000,0,-4.2417,-0.223064,-8.93981,4000
1694785155167400,0.00532632,-3.05015e-09,-0.00133158,4000,0,-4.27283,-0.22067,-9.01642,4000
1694785156173477,-0.00479369,-0.00745685,-0.0015979,4000,0,-4.2429,-0.242217,-8.92424,4000
1694785157183345,0.0015979,-0.00506001,-0.00319579,4000,0,-4.22973,-0.258977,-8.95657,4000
1694785158180977,0.000266317,-0.00585896,-0.000266315,4000,0,-4.23333,-0.269751,-9.01762,4000
1694785159182523,-8.98374e-10,0.0015979,-0.000266315,4000,0,-4.28121,-0.282919,-9.026,4000
1694785160203957,-0.00612527,-0.0114516,0.00186421,4000,0,-4.26325,-0.314044,-8.9841,4000
1694785161192580,-0.00266316,-0.00372842,0.00292948,4000,0,-4.27163,-0.334394,-8.97093,4000
1694785162213523,0.00106527,-0.00639159,-0.00319579,4000,0,-4.201,-0.299678,-8.95178,4000
1694785163213952,0.00186421,-0.00852212,0.000532632,4000,0,-4.22614,-0.314044,-9.05114,4000
1694785164225890,0.00532634,0.0274306,-0.00372842,4000,0,-4.1196,-0.321226,-9.0655,4000
